"RowID"	"CASRN"	"DTXSID"	"Name"	"Structure_Source"	"SMILES_Original"	"Canonical_QSARr"	"Salt_Solvent"	"InChI_Code_QSARr"	"InChI Key_QSARr"	"LD50_mgkg"	"EPA_category"	"GHS_category"	"very_toxic"	"nontoxic"
"1011"	"125055-58-5"	"DTXSID30154565"	"4H-Pyrido(1,2-a)pyrimidine-3-carboxamide, N-heptyl-6-methyl-4-oxo-"	"EPA_DSSTox"	"CCCCCCCNC(=O)C1=CN=C2C=CC=C(C)N2C1=O"	"CC1=CC=CC2=NC=C(C(=O)N12)C(=O)NCCCCCCC"	"?"	"InChI=1S/C17H23N3O2/c1-3-4-5-6-7-11-18-16(21)14-12-19-15-10-8-9-13(2)20(15)17(14)22/h8-10,12H,3-7,11H2,1-2H3,(H,18,21)"	"RVQRTCFHAKPSMO-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1012"	"125055-62-1"	"DTXSID70154569"	"4H-Pyrido(1,2-a)pyrimidine-3-carboxamide, N-cyclopentyl-6-methyl-4-oxo-"	"EPA_DSSTox"	"CC1=CC=CC2=NC=C(C(=O)NC3CCCC3)C(=O)N12"	"CC1=CC=CC2=NC=C(C(=O)N21)C(=O)NC1CCCC1"	"?"	"InChI=1S/C15H17N3O2/c1-10-5-4-8-13-16-9-12(15(20)18(10)13)14(19)17-11-6-2-3-7-11/h4-5,8-9,11H,2-3,6-7H2,1H3,(H,17,19)"	"SROGDZSCZFEIAO-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1013"	"125055-66-5"	"DTXSID60154573"	"4H-Pyrido(1,2-a)pyrimidine-3-carboxamide, N-(4-fluorophenyl)-6-methyl-4-oxo-"	"EPA_DSSTox"	"CC1=CC=CC2=NC=C(C(=O)NC3=CC=C(F)C=C3)C(=O)N12"	"CC1=CC=CC2=NC=C(C(=O)NC3C=CC(F)=CC=3)C(=O)N21"	"?"	"InChI=1S/C16H12FN3O2/c1-10-3-2-4-14-18-9-13(16(22)20(10)14)15(21)19-12-7-5-11(17)6-8-12/h2-9H,1H3,(H,19,21)"	"UEHBHFUOPPIXOA-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1014"	"125055-70-1"	"DTXSID00154577"	"4H-Pyrido(1,2-a)pyrimidine-3-carboxamide, 8-methyl-4-oxo-N-propyl-"	"EPA_DSSTox"	"CCCNC(=O)C1=CN=C2C=C(C)C=CN2C1=O"	"CC1C=CN2C(C=1)=NC=C(C(=O)NCCC)C2=O"	"?"	"InChI=1S/C13H15N3O2/c1-3-5-14-12(17)10-8-15-11-7-9(2)4-6-16(11)13(10)18/h4,6-8H,3,5H2,1-2H3,(H,14,17)"	"OCTWAVRBRWPDMT-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1015"	"125055-74-5"	"DTXSID90154581"	"4H-Pyrido(1,2-a)pyrimidine-3-carboxamide, 6-methyl-4-oxo-N-tricyclo(3.3.1.1(sup 3,7))dec-1-yl-"	"EPA_DSSTox"	"[H]C12CC3([H])CC([H])(C1)CC(C2)(C3)NC(=O)C1=CN=C2C=CC=C(C)N2C1=O"	"CC1=CC=CC2=NC=C(C(=O)N21)C(=O)NC12CC3CC(C1)CC(C2)C3"	"?"	"InChI=1S/C20H23N3O2/c1-12-3-2-4-17-21-11-16(19(25)23(12)17)18(24)22-20-8-13-5-14(9-20)7-15(6-13)10-20/h2-4,11,13-15H,5-10H2,1H3,(H,22,24)"	"FNVVUVJVDUVZAK-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1016"	"125055-78-9"	"DTXSID30154585"	"4H-Pyrido(1,2-a)pyrimidine-3-carboxamide, N-cyclopentyl-6-methyl-4-oxo-, monohydrochloride"	"EPA_DSSTox"	"Cl.CC1=CC=CC2=NC=C(C(=O)NC3CCCC3)C(=O)N12"	"CC1=CC=CC2=NC=C(C(=O)N21)C(=O)NC1CCCC1"	"Cl"	"InChI=1S/C15H17N3O2/c1-10-5-4-8-13-16-9-12(15(20)18(10)13)14(19)17-11-6-2-3-7-11/h4-5,8-9,11H,2-3,6-7H2,1H3,(H,17,19)"	"SROGDZSCZFEIAO-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1017"	"130365-34-3"			"Public_CrossChecked"	"CCCCCCCCCCCCCCCCNP1(=S)OCc2cc(ccc2O1)[N+]([O-])=O"	"CCCCCCCCCCCCCCCCNP1(=S)OCC2C=C(C=CC=2O1)[N+]([O-])=O"	"?"	"InChI=1S/C23H39N2O4PS/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18-24-30(31)28-20-21-19-22(25(26)27)16-17-23(21)29-30/h16-17,19H,2-15,18,20H2,1H3,(H,24,31)"	"LBDUPNUHUSLPMT-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1018"	"141-30-0"	"DTXSID4059704"	"Pyridazine, 3,6-dichloro-"	"EPA_DSSTox"	"ClC1=CC=C(Cl)N=N1"	"ClC1=CC=C(Cl)N=N1"	"?"	"InChI=1S/C4H2Cl2N2/c5-3-1-2-4(6)8-7-3/h1-2H"	"GUSWJGOYDXFJSI-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1019"	"149455-36-7"	"DTXSID60164273"	"UR 8225"	"EPA_DSSTox"	"CC1(C)C=C(N2C=CC=CC2=O)C2=C(C=CC(=C2)C#N)C1=O"	"CC1(C)C=C(C2C=C(C=CC=2C1=O)C#N)N1C=CC=CC1=O"	"?"	"InChI=1S/C18H14N2O2/c1-18(2)10-15(20-8-4-3-5-16(20)21)14-9-12(11-19)6-7-13(14)17(18)22/h3-10H,1-2H3"	"PJCGOKFHROWGBX-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1020"	"22791-18-0"	"DTXSID50177332"	"Spiro(1,3-benzodioxole-2,1'-cyclohexan)-4-ol, methylcarbamate"	"EPA_DSSTox"	"CNC(=O)OC1=CC=CC2=C1OC1(CCCCC1)O2"	"CNC(=O)OC1=CC=CC2OC3(CCCCC3)OC=21"	"?"	"InChI=1S/C14H17NO4/c1-15-13(16)17-10-6-5-7-11-12(10)19-14(18-11)8-3-2-4-9-14/h5-7H,2-4,8-9H2,1H3,(H,15,16)"	"IYYOBPXUABEUJR-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1021"	"22961-83-7"			"Public_CrossChecked"	"CCC1(C)Oc2cccc(OC(=O)N(C)C(C)=O)c2O1"	"CC(=O)N(C)C(=O)OC1C=CC=C2OC(C)(CC)OC=12"	"?"	"InChI=1S/C14H17NO5/c1-5-14(3)19-11-8-6-7-10(12(11)20-14)18-13(17)15(4)9(2)16/h6-8H,5H2,1-4H3"	"YNGLPKKOWRUTDJ-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1022"	"34484-91-8"			"Public_CrossChecked"	"CCN(CC)C1=C(C=NN2CCOC2=O)C(=O)N2C=CC=CC2=N1"	"CCN(CC)C1N=C2C=CC=CN2C(=O)C=1C=NN1CCOC1=O"	"?"	"InChI=1S/C16H19N5O3/c1-3-19(4-2)14-12(11-17-21-9-10-24-16(21)23)15(22)20-8-6-5-7-13(20)18-14/h5-8,11H,3-4,9-10H2,1-2H3"	"IETXOZFKCNBOGH-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1023"	"53460-76-7"			"Public_CrossChecked"	"OC(CCl)CNC(=O)c1ccc(cc1)[N+]([O-])=O"	"[O-][N+](=O)C1C=CC(=CC=1)C(=O)NCC(O)CCl"	"?"	"InChI=1S/C10H11ClN2O4/c11-5-9(14)6-12-10(15)7-1-3-8(4-2-7)13(16)17/h1-4,9,14H,5-6H2,(H,12,15)"	"HGNMMEVZKKNYKI-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1024"	"63233-53-4"	"DTXSID30212614"	"Hexanamide, N-(3-nitro-4-(2-pyridinylmethyl)phenyl)-"	"EPA_DSSTox"	"CCCCCC(=O)NC1=CC(=C(CC2=CC=CC=N2)C=C1)[N+]([O-])=O"	"CCCCCC(=O)NC1C=C(C(CC2=CC=CC=N2)=CC=1)[N+]([O-])=O"	"?"	"InChI=1S/C18H21N3O3/c1-2-3-4-8-18(22)20-16-10-9-14(17(13-16)21(23)24)12-15-7-5-6-11-19-15/h5-7,9-11,13H,2-4,8,12H2,1H3,(H,20,22)"	"KTMLPHTWWLQKPI-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1025"	"72239-29-3"	"DTXSID80222566"	"Thiazolamine, 4,5-dihydro-N-((4-chlorophenyl)methyl)-"	"EPA_DSSTox"	"ClC1=CC=C(CNC2=NCCS2)C=C1"	"ClC1=CC=C(CNC2=NCCS2)C=C1"	"?"	"InChI=1S/C10H11ClN2S/c11-9-3-1-8(2-4-9)7-13-10-12-5-6-14-10/h1-4H,5-7H2,(H,12,13)"	"IASPZIUPJFUGFE-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1026"	"76932-60-0"	"DTXSID50227720"	"Nafarelin acetate"	"EPA_DSSTox"	"CC(O)=O.CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O"	"CC(C)CC(NC(=O)C(CC1=CC=C2C=CC=CC2=C1)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CN=CN1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O"	"OC(=O)C"	"InChI=1S/C66H83N17O13/c1-36(2)25-48(58(89)76-47(13-7-23-71-66(68)69)65(96)83-24-8-14-54(83)64(95)73-33-55(67)86)77-60(91)50(28-38-15-18-39-9-3-4-10-40(39)26-38)78-59(90)49(27-37-16-19-43(85)20-17-37)79-63(94)53(34-84)82-61(92)51(29-41-31-72-45-12-6-5-11-44(41)45)80-62(93)52(30-42-32-70-35-74-42)81-57(88)46-21-22-56(87)75-46/h3-6,9-12,15-20,26,31-32,35-36,46-54,72,84-85H,7-8,13-14,21-25,27-30,33-34H2,1-2H3,(H2,67,86)(H,70,74)(H,73,95)(H,75,87)(H,76,89)(H,77,91)(H,78,90)(H,79,94)(H,80,93)(H,81,88)(H,82,92)(H4,68,69,71)"	"RWHUEXWOYVBUCI-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1027"	"93-05-0"	"DTXSID2025058"	"N,N-Diethylbenzene-1,4-diamine"	"EPA_DSSTox"	"CCN(CC)C1=CC=C(N)C=C1"	"CCN(CC)C1C=CC(N)=CC=1"	"?"	"InChI=1S/C10H16N2/c1-3-12(4-2)10-7-5-9(11)6-8-10/h5-8H,3-4,11H2,1-2H3"	"QNGVNLMMEQUVQK-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1028"	"99300-61-5"			"Public_CrossChecked"	"[O-][N+](=O)c1ccc2OP(=S)(OCc2c1)N1CCCCC1"	"[O-][N+](=O)C1C=C2COP(=S)(OC2=CC=1)N1CCCCC1"	"?"	"InChI=1S/C12H15N2O4PS/c15-14(16)11-4-5-12-10(8-11)9-17-19(20,18-12)13-6-2-1-3-7-13/h4-5,8H,1-3,6-7,9H2"	"SJAABBLGIDUQJL-UHFFFAOYSA-N"		"2"	"3"	"FALSE"	"FALSE"
"1029"	"116979-28-3"			"Public_CrossChecked"	"CN1C[C@@H](CC2[C@H]1Cc1c[nH]c3cccc2c13)c1ccnn1C"	"CN1CC(CC2C1CC1=CNC3C=CC=C2C1=3)C1=CC=NN1C"	"?"	"InChI=1S/C19H22N4/c1-22-11-13(17-6-7-21-23(17)2)8-15-14-4-3-5-16-19(14)12(10-20-16)9-18(15)22/h3-7,10,13,15,18,20H,8-9,11H2,1-2H3"	"BOBRHRIQEWERCH-UHFFFAOYSA-N"		"2"	"4"	"FALSE"	"FALSE"
"1030"	"116979-32-9"			"Public_CrossChecked"	"CN1CC(CC2C1CC1=CNC3=CC=CC2=C13)C1=CC=NN1"	"CN1CC(CC2C1CC1=CNC3=CC=CC2=C13)C1=CC=NN1"	"?"	"InChI=1S/C18H20N4/c1-22-10-12(15-5-6-20-21-15)7-14-13-3-2-4-16-18(13)11(9-19-16)8-17(14)22/h2-6,9,12,14,17,19H,7-8,10H2,1H3,(H,20,21)"	"NRLZOXBFNXPDKJ-UHFFFAOYSA-N"		"2"	"4"	"FALSE"	"FALSE"
"1031"	"127946-77-4"	"DTXSID20561926"	"1-Aminocyclopropane-1-carbonitrile--hydrogen chloride (1/1)"	"EPA_DSSTox"	"Cl.NC1(CC1)C#N"	"NC1(CC1)C#N"	"Cl"	"InChI=1S/C4H6N2/c5-3-4(6)1-2-4/h1-2,6H2"	"UIVATUPCWVUVIM-UHFFFAOYSA-N"		"2"	"4"	"FALSE"	"FALSE"
"1032"	"14683-75-1"			"Public_CrossChecked"	"CCCCC(C)OP(=S)(OCC)OCC"	"CCCCC(C)OP(=S)(OCC)OCC"	"?"	"InChI=1S/C10H23O3PS/c1-5-8-9-10(4)13-14(15,11-6-2)12-7-3/h10H,5-9H2,1-4H3"	"FUHNJWGKVQRFEE-UHFFFAOYSA-N"		"2"	"4"	"FALSE"	"FALSE"
"1033"	"151327-08-1"	"DTXSID90164761"	"Pyrazolo(1,5-a)pyrimidine, 7-(4-morpholinyl)-5-propyl-6-((2'-(1H-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)-, monohydrochloride"	"EPA_DSSTox"	"Cl.CCCC1=NC2=CC=NN2C(N2CCOCC2)=C1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1"	"CCCC1=NC2=CC=NN2C(=C1CC1C=CC(=CC=1)C1C=CC=CC=1C1=NNN=N1)N1CCOCC1"	"Cl"	"InChI=1S/C27H28N8O/c1-2-5-24-23(27(34-14-16-36-17-15-34)35-25(29-24)12-13-28-35)18-19-8-10-20(11-9-19)21-6-3-4-7-22(21)26-30-32-33-31-26/h3-4,6-13H,2,5,14-18H2,1H3,(H,30,31,32,33)"	"QXLHSEAUPBTLKK-UHFFFAOYSA-N"		"2"	"4"	"FALSE"	"FALSE"
"1034"	"167375-26-0"	"DTXSID50168280"	"Pyrazolo(1,5-a)pyrimidine, 5,7-dipropyl-6-((2'-(1H-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)-"	"EPA_DSSTox"	"CCCC1=NC2=CC=NN2C(CCC)=C1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1"	"CCCC1=NC2=CC=NN2C(CCC)=C1CC1C=CC(=CC=1)C1C=CC=CC=1C1=NNN=N1"	"?"	"InChI=1S/C26H27N7/c1-3-7-23-22(24(8-4-2)33-25(28-23)15-16-27-33)17-18-11-13-19(14-12-18)20-9-5-6-10-21(20)26-29-31-32-30-26/h5-6,9-16H,3-4,7-8,17H2,1-2H3,(H,29,30,31,32)"	"XCYJKTHBHIRGPF-UHFFFAOYSA-N"		"2"	"4"	"FALSE"	"FALSE"
"1035"	"168152-70-3"	"DTXSID70168505"	"(1,2,4)Triazolo(1,5-a)pyrimidin-7-amine, N,N-diethyl-5-propyl-6-((2'-(1H-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)-"	"EPA_DSSTox"	"CCCC1=NC2=NC=NN2C(N(CC)CC)=C1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1"	"CCCC1=NC2=NC=NN2C(=C1CC1C=CC(=CC=1)C1C=CC=CC=1C1=NNN=N1)N(CC)CC"	"?"	"InChI=1S/C26H29N9/c1-4-9-23-22(25(34(5-2)6-3)35-26(29-23)27-17-28-35)16-18-12-14-19(15-13-18)20-10-7-8-11-21(20)24-30-32-33-31-24/h7-8,10-15,17H,4-6,9,16H2,1-3H3,(H,30,31,32,33)"	"AQPXLAPRURJICX-UHFFFAOYSA-N"		"2"	"4"	"FALSE"	"FALSE"
"1036"	"168152-74-7"	"DTXSID10168509"	"(1,2,4)Triazolo(1,5-a)pyrimidin-5(1H)-one, 2-ethyl-7-propyl-6-((2'-(1H-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)-"	"EPA_DSSTox"	"CCCC1=C(CC2=CC=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C(=O)N=C2N=C(CC)NN12"	"CCCC1=C(CC2C=CC(=CC=2)C2C=CC=CC=2C2N=NNN=2)C(=O)N=C2N=C(CC)NN12"	"?"	"InChI=1S/C24H24N8O/c1-3-7-20-19(23(33)26-24-25-21(4-2)29-32(20)24)14-15-10-12-16(13-11-15)17-8-5-6-9-18(17)22-27-30-31-28-22/h5-6,8-13H,3-4,7,14H2,1-2H3,(H,25,26,29,33)(H,27,28,30,31)"	"CXMXYXWOGFMIBO-UHFFFAOYSA-N"		"2"	"4"	"FALSE"	"FALSE"
"1037"	"168152-78-1"	"DTXSID00168513"	"(1,2,4)Triazolo(1,5-a)pyrimidin-5-amine, 7-propyl-6-((2'-(1H-tetrazol-5-yl)(1,1'-biphenyl)-4-yl)methyl)-"	"EPA_DSSTox"	"CCCC1=C(CC2=CC=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C(N)=NC2=NC=NN12"	"CCCC1=C(CC2C=CC(=CC=2)C2C=CC=CC=2C2N=NNN=2)C(N)=NC2=NC=NN12"	"?"	"InChI=1S/C22H21N9/c1-2-5-19-18(20(23)26-22-24-13-25-31(19)22)12-14-8-10-15(11-9-14)16-6-3-4-7-17(16)21-27-29-30-28-21/h3-4,6-11,13H,2,5,12H2,1H3,(H2,23,24,25,26)(H,27,28,29,30)"	"GAYBUFXUXTWHET-UHFFFAOYSA-N"		"2"	"4"	"FALSE"	"FALSE"
"1038"	"168152-82-7"	"DTXSID40168517"	"(1,2,4)Triazolo(1,5-a)pyrimidin-5(1H)-one, 2-methyl-7-propyl-6-((4-(3-(1H-tetrazol-5-yl)-2-thienyl)phenyl)methyl)-"	"EPA_DSSTox"	"CCCC1=C(CC2=CC=C(C=C2)C2=C(C=CS2)C2=NNN=N2)C(=O)N=C2N=C(C)NN12"	"CC1NN2C(N=1)=NC(=O)C(CC1C=CC(=CC=1)C1SC=CC=1C1=NNN=N1)=C2CCC"	"?"	"InChI=1S/C21H20N8OS/c1-3-4-17-16(20(30)23-21-22-12(2)26-29(17)21)11-13-5-7-14(8-6-13)18-15(9-10-31-18)19-24-27-28-25-19/h5-10H,3-4,11H2,1-2H3,(H,22,23,26,30)(H,24,25,27,28)"	"DRMGKOMHHBBKDH-UHFFFAOYSA-N"		"2"	"4"	"FALSE"	"FALSE"
