id,smiles,verytoxic,0_x,1_x,mlp prediction,0_y,1_y,rnn prediction,0,1,cnn prediction
molid3776,NNc1nncc2ccccc12,0.0,0.58462477,0.41537520000000006,0,0.655205,0.34479499999999996,0,0.659021,0.340979,0.0
molid3904,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,0.0,0.58649015,0.41350985,0,0.49626800000000004,0.503732,1,0.515547,0.48445299999999997,0.0
molid4144,C=CC(=O)NCC(OC)OC,0.0,0.78607273,0.21392731,0,0.578869,0.42113100000000003,0,0.7473350000000001,0.25266500000000003,0.0
molid4166,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,0.0,0.40395245,0.5960476,1,0.5112939999999999,0.48870600000000003,0,0.523302,0.47669799999999996,0.0
molid4221,CCCCCCCCCCCCCCCCCC(=O)O,0.0,0.95965046,0.04034952,0,0.857714,0.142286,0,0.8291139999999999,0.17088599999999998,0.0
molid4494,C[N+]1(CCC(O)(c2ccccc2)C2CCCCC2)CCCC1,0.0,0.37734288,0.6226571999999999,1,0.48727200000000004,0.512728,1,0.514567,0.485433,0.0
molid5034,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,0.0,0.4005518,0.5994482,1,0.701271,0.298729,0,0.516324,0.483676,0.0
molid5146,CNCC(O)c1ccc(O)c(O)c1,1.0,0.41943279999999994,0.5805672,1,0.300869,0.6991310000000001,1,0.632297,0.367703,0.0
molid5268,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,0.0,0.41143522,0.5885648,1,0.575702,0.42429799999999995,0,0.526984,0.473016,0.0
molid7312,Cc1ccc2c(c1)CC(=O)c1cc(C(C)C(=O)O)ccc1O2,0.0,0.5778953,0.42210470000000005,0,0.7642869999999999,0.235713,0,0.5159100000000001,0.48408999999999996,0.0
molid7421,C,0.0,0.7529724,0.24702756,0,0.408457,0.591543,1,0.41029499999999997,0.589705,1.0
molid1,O=[N+]([O-])c1ccc(Cl)cc1,0.0,0.17832011,0.8216799000000001,1,0.28019499999999997,0.719805,1,0.63497,0.36503,0.0
molid15,C=CC1CC=CCC1,0.0,0.6409045999999999,0.35909536,0,0.616453,0.38354699999999997,0,0.8437459999999999,0.156254,0.0
molid20,O=Cc1ccccc1,0.0,0.94918203,0.05081797,0,0.7814439999999999,0.218556,0,0.763281,0.236719,0.0
molid35,CCCCCCCCCCCCN=C(O)C[N+](C)(C)Cc1ccccc1,0.0,0.8784987,0.121501304,0,0.8592799999999999,0.14072,0,0.7278319999999999,0.27216799999999997,0.0
molid36,C1N2CN3CN1CN(C2)C3,0.0,0.1876912,0.8123088,1,0.44739700000000004,0.552603,1,0.746888,0.253112,0.0
molid66,CCC12COP(=O)(OC1)OC2,1.0,0.054378446,0.94562155,1,0.132002,0.8679979999999999,1,,,
molid67,c1ccc(Oc2nncc3ccccc23)cc1,0.0,0.7447233,0.25527665,0,0.649853,0.350147,0,0.5231560000000001,0.47684399999999993,0.0
molid91,O=C(Nc1cccc(Cl)c1)OCC#CCCl,0.0,0.34247303,0.65752697,1,0.679345,0.320655,0,0.7027720000000001,0.29722800000000005,0.0
molid95,CN(C)C(=O)Nc1ccccc1,0.0,0.59015346,0.40984645,0,0.301964,0.698036,1,0.56784,0.43216000000000004,0.0
molid100,CC(C)Nc1ccc(Nc2ccccc2)cc1,0.0,0.5903431,0.40965688,0,0.6208859999999999,0.379114,0,0.648479,0.35152100000000003,0.0
molid106,c1ccc(Oc2ccccc2)cc1,0.0,0.8009518,0.19904824,0,0.6200939999999999,0.379906,0,0.62521,0.37479,0.0
molid112,CCOC(=O)Cc1ccccc1,0.0,0.66160524,0.3383948,0,0.622216,0.377784,0,0.5166029999999999,0.483397,0.0
molid122,Cl[Si](Cl)(Cl)C1CC=CCC1,0.0,0.36555803,0.6344420000000001,1,0.452262,0.5477380000000001,1,0.45227799999999996,0.547722,1.0
molid127,CC(CN)NCCO,0.0,0.3903101,0.60968995,1,0.352692,0.647308,1,0.68889,0.31111,0.0
molid137,CCOCC(Cl)C(OCC)OCC,0.0,0.36474666,0.6352533,1,0.62525,0.374749,0,0.319286,0.680713,1.0
molid139,CC(CC(C)(C)O)OCCC#N,0.0,0.33807752,0.66192245,1,0.6832590000000001,0.316741,0,0.444266,0.5557340000000001,1.0
molid141,CCCCC(CC)COCC(CC)CCCC,0.0,0.9069749,0.09302509,0,0.770267,0.229733,0,0.583778,0.41622200000000004,0.0
molid144,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,0.0,0.8315158000000001,0.16848423,0,0.635317,0.364683,0,0.529243,0.470757,0.0
molid145,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,0.0,0.4463416,0.5536584,1,0.629382,0.370618,0,0.519429,0.480571,0.0
molid163,N=C(Nc1ccccc1)Nc1ccccc1,0.0,0.6791478,0.32085216,0,0.624875,0.375125,0,0.592892,0.40710799999999997,0.0
molid164,O=C(Oc1ccccc1)Oc1ccccc1,0.0,0.74969494,0.2503051,0,0.646131,0.353869,0,0.579685,0.42031499999999994,0.0
molid180,CCC(CC)COCCC(=O)O,0.0,0.8226268,0.1773732,0,0.7592720000000001,0.24072800000000003,0,0.616178,0.383822,0.0
molid185,CCc1cnc(C(=O)O)c(C(=O)O)c1,0.0,0.98512566,0.014874307,0,0.732981,0.267019,0,0.625686,0.374314,0.0
molid218,CC(C)C(=O)OCc1ccccc1,0.0,0.7588571999999999,0.24114275,0,0.535562,0.464438,0,0.651141,0.34885900000000003,0.0
molid221,C1CN(SSN2CCOCC2)CCO1,0.0,0.51289713,0.48710284,0,0.17001,0.82999,1,0.29207,0.7079300000000001,1.0
molid229,c1ccc(COCc2ccccc2)cc1,0.0,0.66534334,0.33465666,0,0.620046,0.379954,0,0.664826,0.33517399999999997,0.0
molid251,CCOC1OC(C(COCc2ccccc2)OCc2ccccc2)C(OCc2ccccc2)C1O,0.0,0.76957786,0.2304221,0,0.570512,0.42948800000000004,0,0.545346,0.454654,0.0
molid266,CC(C)(N)Cc1ccccc1Cl,0.0,0.5877409,0.41225907,0,0.478944,0.5210560000000001,1,0.7148439999999999,0.285156,0.0
molid292,Cc1ccc(C=O)cc1,0.0,0.9688024,0.031197662,0,0.743767,0.256233,0,0.755844,0.24415599999999998,0.0
molid294,CCc1ccc(C)nc1,0.0,0.8661953000000001,0.13380463,0,0.76457,0.23543000000000003,0,0.763677,0.236323,0.0
molid302,CCC(C)(O)CCc1ccccc1,0.0,0.7660022,0.23399775,0,0.521836,0.47816400000000003,0,0.6519020000000001,0.348098,0.0
molid307,ClCC(Cl)=C(Cl)Cl,0.0,0.27902865,0.72097135,1,0.430825,0.569175,1,0.49848000000000003,0.50152,1.0
molid345,Cc1ccc(O)c(C)c1,0.0,0.76965773,0.23034228,0,0.741175,0.258825,0,0.754679,0.245321,0.0
molid368,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,0.0,0.78788114,0.21211885,0,0.591148,0.408852,0,0.5231319999999999,0.476868,0.0
molid402,C=CC(=O)OCCC#N,0.0,0.53030956,0.46969047,0,0.603946,0.396054,0,0.7282,0.2718,0.0
molid411,BrCCBr,0.0,0.36495444,0.6350456,1,0.44467299999999993,0.555327,1,0.459848,0.5401520000000001,1.0
molid433,C=C[Si](OCCOC)(OCCOC)OCCOC,0.0,0.42844442,0.57155555,1,0.68085,0.31915,0,0.407093,0.592907,1.0
molid434,CCO[Si](C)(CCCC#N)OCC,0.0,0.27958032,0.7204196999999999,1,0.7523449999999999,0.24765500000000001,0,0.231805,0.768195,1.0
molid439,Cc1c(S(C)(=O)=O)ccc(C(=O)O)c1Cl,0.0,0.8006925,0.1993075,0,0.34179899999999996,0.658201,1,0.260867,0.739133,1.0
molid446,CCCN,0.0,0.7249266,0.27507338,0,0.348258,0.651742,1,0.766574,0.23342600000000002,0.0
molid501,CC(C)CC(C)O,0.0,0.7186393,0.28136059999999996,0,0.669059,0.330941,0,0.8032630000000001,0.196737,0.0
molid507,CC(=O)OC(C)=O,0.0,0.6786772,0.3213228,0,0.641749,0.35825100000000004,0,0.764484,0.23551599999999998,0.0
molid526,Clc1cc(Cl)cc(Cl)c1,0.0,0.44793278,0.5520673,1,0.348513,0.651487,1,0.34236300000000003,0.657637,1.0
molid543,CCOP(=O)(OCC)SCC1(C)SCCS1,1.0,0.03419058,0.9658094000000002,1,0.14258900000000002,0.857411,1,0.11555699999999999,0.884443,1.0
molid568,CN(C)CCCN,0.0,0.5633779000000001,0.43662202,0,0.45331800000000005,0.546682,1,0.79085,0.20915100000000003,0.0
molid572,C=CCCC,0.0,0.7171398,0.28286022,0,0.658137,0.34186300000000003,0,0.765935,0.234065,0.0
molid575,N#CCCO,0.0,0.38272083,0.6172791999999999,1,0.339638,0.660362,1,0.618611,0.381389,0.0
molid583,CCCCCCCOCC(C)CC=O,0.0,0.97936624,0.020633738000000002,0,0.8459459999999999,0.154054,0,0.799582,0.200418,0.0
molid596,CC(=O)CCC(C)=O,0.0,0.66590744,0.3340925,0,0.722793,0.27720700000000004,0,0.6727850000000001,0.32721500000000003,0.0
molid599,CC(=O)OCC(C)C,0.0,0.6873276,0.31267244,0,0.675528,0.324472,0,0.682135,0.317865,0.0
molid618,OCC#CCO,0.0,0.55209684,0.44790316,0,0.637165,0.362835,0,0.34474099999999996,0.655259,1.0
molid626,CCSSCC,0.0,0.32576203,0.6742379,1,0.61931,0.38069000000000003,0,0.45341899999999996,0.5465810000000001,1.0
molid632,C1COCCN1,0.0,0.63812804,0.36187199999999997,0,0.42456800000000006,0.5754319999999999,1,0.8617100000000001,0.13829,0.0
molid640,CC(=O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c1C)C(OC1OC(CO)C(O)C(O)C1(C)OC1OC(CO)C(O)C(O)(C(N)=O)C1O)c1cnc[nH]1)C(=O)NCCC1=NC(c2nc(C(N)=O)cs2)CS1,0.0,0.8513273000000001,0.14867270000000002,0,0.612791,0.387209,0,0.634608,0.365392,0.0
molid667,CC(=O)OCCOCCOCCOC(C)=O,0.0,0.7555958,0.24440415,0,0.5941890000000001,0.40581100000000003,0,0.666384,0.33361599999999997,0.0
molid675,CCOCCCO,0.0,0.61092913,0.38907090000000005,0,0.716152,0.283848,0,0.808928,0.191072,0.0
molid680,OCCOCCO,0.0,0.5611725000000001,0.4388275,0,0.687109,0.312891,0,0.574555,0.42544499999999996,0.0
molid686,CCCCCCC=O,0.0,0.977118,0.022882035,0,0.759214,0.240786,0,0.7961520000000001,0.203847,0.0
molid692,C=CCCCCCCCCC(=O)OC,0.0,0.9366466999999998,0.06335327,0,0.793585,0.20641500000000002,0,0.803322,0.196678,0.0
molid702,N#CCCSCCC#N,0.0,0.17340803,0.82659197,1,0.43522,0.5647800000000001,1,0.278095,0.721905,1.0
molid710,NCCCCC(OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCCC1C(=O)O,0.0,0.631103,0.368897,0,0.12571300000000002,0.874287,1,0.525072,0.47492799999999996,0.0
molid712,COP(=S)(OC)SCC(=O)O,0.0,0.22739382,0.7726062,1,0.211106,0.788894,1,0.141688,0.8583120000000001,1.0
molid749,CCCCOCCOCCO,0.0,0.7001864000000001,0.2998137,0,0.803999,0.196001,0,0.883767,0.11623299999999999,0.0
molid752,C=CCCCCCCCCC(=O)O,0.0,0.90779907,0.09220088,0,0.791088,0.208912,0,0.875207,0.124793,0.0
molid756,C=CCCCCCCCCC=O,0.0,0.98610294,0.013897092,0,0.78985,0.21015,0,0.8392270000000001,0.160773,0.0
molid757,CCCCOCCOCCCC,0.0,0.86775005,0.13224995,0,0.8270700000000001,0.17293,0,0.8390139999999999,0.160986,0.0
molid778,CCCCCCCCCCN(C)C,0.0,0.847841,0.15215892,0,0.837493,0.16250699999999998,0,0.888444,0.11155599999999999,0.0
molid820,NCC(CC(=O)O)c1ccc(Cl)cc1,0.0,0.69253063,0.30746940000000006,0,0.530263,0.469737,0,0.715755,0.28424499999999997,0.0
molid821,CCC(Oc1ccc(F)c(C(F)(F)F)c1)C(O)=NCc1ccccc1,0.0,0.5337881999999999,0.46621177,0,0.304081,0.695919,1,0.517185,0.48281499999999994,0.0
molid825,COC12CC(COC3=CC(=O)CC3)CN(C)C1Cc1cn(C(C)(C)C)c3cccc2c13,0.0,0.5684132,0.43158677,0,0.580959,0.419041,0,0.521324,0.47867600000000005,0.0
molid839,O=S1(=O)CCC(NC(=S)S)C1,0.0,0.21841383,0.78158617,1,0.662542,0.337458,0,0.24567399999999998,0.754326,1.0
molid848,C#CC(C)(C)O,0.0,0.9062556,0.09374444,0,0.566874,0.433126,0,0.588175,0.411825,0.0
molid870,Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C,0.0,0.5866766,0.41332337,0,0.169882,0.830118,1,0.547978,0.45202200000000003,0.0
molid872,C=CC1CCC(C2CCC(CCC)CC2)CC1,0.0,0.66651845,0.33348158,0,0.610766,0.389234,0,0.538499,0.461501,0.0
molid884,CC(=O)c1ccc2c(c1)OCC(=O)N2C,0.0,0.44739756,0.55260235,1,0.6907439999999999,0.309256,0,0.57997,0.420029,0.0
molid889,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,1.0,0.41168466,0.58831537,1,0.626687,0.373313,0,0.518468,0.48153100000000004,0.0
molid915,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,0.0,0.93578637,0.06421368599999999,0,0.6482680000000001,0.351732,0,0.532552,0.467448,0.0
molid923,CCOC(=S)C=Cc1ccc([N+](=O)[O-])cc1,0.0,0.15437402,0.845626,1,0.528129,0.471871,0,0.520209,0.47979099999999997,0.0
molid932,CC1(C)C(=O)N(Cl)C(=O)N1Cl,0.0,0.28008392,0.71991605,1,0.55183,0.44816999999999996,0,0.5886899999999999,0.41131,0.0
molid934,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,0.0,0.79427046,0.20572957,0,0.537776,0.46222399999999997,0,0.5142979999999999,0.485702,0.0
molid942,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,0.0,0.63181776,0.3681822,0,0.5815140000000001,0.41848599999999997,0,0.51652,0.48348,0.0
molid947,CCOC(=O)C(Br)C#N,0.0,0.30756047,0.69243956,1,0.595414,0.404586,0,0.648947,0.351053,0.0
molid962,CC(N=O)C(=O)c1ccccc1,0.0,0.5324236,0.46757632,0,0.54873,0.45127,0,0.673599,0.326401,0.0
molid976,CC12CC(N3CCOCC3)C(O)CC1CCC1C2CCC2(C)C(O)C(N3CCCC3)CC12,0.0,0.4048977,0.5951023,1,0.602549,0.397451,0,0.5228149999999999,0.477185,0.0
molid977,CC(=O)OC1C(N2CCCC2)CC2C3CCC4CC(O)C(N5CCOCC5)CC4(C)C3CCC21C,0.0,0.41270694,0.5872931,1,0.612988,0.38701199999999997,0,0.529141,0.470859,0.0
molid988,CC=Cc1ccc(OCc2ccccc2)c(OC)c1,0.0,0.636782,0.36321798,0,0.715697,0.28430300000000003,0,0.524816,0.475184,0.0
molid990,CCN(CC)c1ccc(C=O)cc1,0.0,0.8664553,0.13354468,0,0.5830989999999999,0.416901,0,0.651616,0.348384,0.0
molid997,CCC(=O)OC(C)c1ccccc1,0.0,0.77973825,0.22026172,0,0.648071,0.351929,0,0.642301,0.357699,0.0
molid999,CCOC(=O)c1ccc(O)cc1,0.0,0.56785625,0.43214372,0,0.635075,0.364925,0,0.634365,0.365635,0.0
molid1018,B12B3B4B1C234,0.0,0.28041768,0.7195823,1,0.475667,0.5243329999999999,1,0.7085279999999999,0.29147199999999995,0.0
molid1025,CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,0.0,0.37414968,0.6258504,1,0.730372,0.26962800000000003,0,0.5148659999999999,0.485134,0.0
molid1042,CC(=O)c1cccc([N+](=O)[O-])c1,0.0,0.30926457,0.6907354,1,0.612321,0.387679,0,0.5657310000000001,0.43426899999999996,0.0
molid1047,S=C(NC1CCCCC1)NC1CCCCC1,0.0,0.39707285,0.6029272,1,0.631733,0.368267,0,0.553823,0.44617700000000005,0.0
molid1058,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,0.0,0.63104314,0.36895690000000003,0,0.664528,0.335472,0,0.5461159999999999,0.453884,0.0
molid1076,CC(=O)C=Cc1ccccc1,0.0,0.69731694,0.302683,0,0.64081,0.35919,0,0.6898310000000001,0.31016900000000003,0.0
molid1078,c1ccc(OCC2CO2)cc1,0.0,0.72242075,0.27757925,0,0.586638,0.413362,0,0.697234,0.302766,0.0
molid1079,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,0.0,0.9120959999999999,0.08790400599999999,0,0.770112,0.229888,0,0.532621,0.467379,0.0
molid1081,O=C(C=Cc1ccccc1)OCCCc1ccccc1,0.0,0.8349675,0.16503248,0,0.6711520000000001,0.32884800000000003,0,0.58544,0.41456000000000004,0.0
molid1097,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,0.0,0.63623774,0.3637623,0,0.709222,0.29077800000000004,0,0.564102,0.43589799999999995,0.0
molid1100,COc1cc(NC(=O)C(N=Nc2cc(OC)c(S(=O)(=O)Nc3ccccc3)cc2OC)C(C)=O)c(OC)cc1Cl,0.0,0.982656,0.01734404,0,0.446517,0.553483,1,0.528708,0.471292,0.0
molid1105,O=C1c2ccccc2C(=O)c2c(Nc3ccccc3)ccc(O)c21,0.0,0.6923254,0.30767459999999996,0,0.699892,0.300108,0,0.5186529999999999,0.481347,0.0
molid1117,NCCCN1CCOCC1,0.0,0.6700581999999999,0.32994179999999995,0,0.584493,0.41550699999999996,0,0.8536969999999999,0.146303,0.0
molid1134,O=C1CCC(=O)N1,0.0,0.43008807,0.56991196,1,0.633213,0.366787,0,0.696697,0.30330300000000004,0.0
molid1136,CC1OC(C)OC(C)O1,0.0,0.74964285,0.2503571,0,0.58523,0.41476999999999997,0,0.8415309999999999,0.158469,0.0
molid1138,O=C1CCCCCC=CCCCCCCCCO1,0.0,0.8794948,0.120505236,0,0.698324,0.301676,0,0.5184770000000001,0.481523,0.0
molid1175,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(O)cc2S1(=O)=O,0.0,0.65574056,0.34425947,0,0.33719,0.66281,1,0.5161479999999999,0.48385200000000006,0.0
molid1178,CN1c2c(oc(=NC3CCCCC3)n(C3CCCCC3)c2=O)-c2sc(Cl)cc2S1(=O)=O,1.0,0.66166055,0.33833945,0,0.546166,0.453833,0,0.523005,0.476995,0.0
molid1190,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,0.0,0.7163885999999999,0.28361145,0,0.517839,0.48216099999999995,0,0.51813,0.48186999999999997,0.0
molid1199,CCCCCCCCCCCCCC=O,0.0,0.9927961,0.0072038373999999995,0,0.8656590000000001,0.13434100000000002,0,0.8529610000000001,0.147039,0.0
molid1205,CCOC(=O)c1ccc(NC(=O)CC)cc1NC(=O)c1ccc(C(=O)O)cc1,0.0,0.9344688,0.06553119,0,0.6851109999999999,0.314889,0,0.5261779999999999,0.473822,0.0
molid1217,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,0.0,0.5685054,0.43149456,0,0.513154,0.486846,0,0.519247,0.480753,0.0
molid1221,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,0.0,0.56691843,0.43308159999999996,0,0.43769600000000003,0.562304,1,0.513613,0.486387,0.0
molid1224,CCCCNC(=O)c1cnc2cccc(C)n2c1=O,0.0,0.8015976,0.19840242,0,0.459064,0.540936,1,0.566017,0.433983,0.0
molid1234,Cc1cccc2ncc(C(=O)Nc3ccc(Cl)cc3)c(=O)n12,0.0,0.7747441999999999,0.22525574,0,0.818887,0.18111300000000002,0,0.500898,0.49910200000000005,0.0
molid1254,CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(=O)C(C)C)C(OC(=O)C(C)C)C2OC(=O)C(C)C)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C1OC(=O)C(C)C,0.0,0.29013562,0.7098644000000001,1,0.6445350000000001,0.35546500000000003,0,0.592494,0.407506,0.0
molid1255,CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.0,0.34193423,0.6580658,1,0.6424880000000001,0.357512,0,0.562496,0.437504,0.0
molid1267,CCOP(=O)(OCC)SCCSCC,1.0,0.06495171,0.9350483,1,0.1437,0.8563,1,0.158417,0.841583,1.0
molid1272,C=CC(=C)Cl,0.0,0.43898746,0.5610125,1,0.6083,0.3917,0,0.527496,0.472504,0.0
molid1295,O=S(=O)(NCl)c1ccccc1,0.0,0.39992732,0.6000727,1,0.64426,0.35574,0,0.37708200000000003,0.6229180000000001,1.0
molid1296,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.0,0.7527081999999999,0.24729174,0,0.539184,0.460816,0,0.600992,0.399008,0.0
molid1301,ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,0.0,0.42309898,0.5769011,1,0.39000999999999997,0.6099899999999999,1,0.49182200000000004,0.508178,1.0
molid1306,CN1OCCC(=Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O,0.0,0.42527607,0.57472396,1,0.424937,0.575063,1,0.515312,0.484688,0.0
molid1308,COC1CCC(OC2C(C)C(O)(C(C)C(=O)O)OC(CC3CC(OC)C(C)C4(O3)OC(C)(C3CCC(C5CCC(C6OC(C)(O)C(C)C(OC)C6C)O5)O3)C(OC)C4C)C2(C)OC)OC1C,1.0,0.35739195,0.64260805,1,0.553134,0.446866,0,0.5719270000000001,0.428072,0.0
molid1318,O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)O,0.0,0.64968723,0.3503128,0,0.707411,0.29259,0,0.5181399999999999,0.48186,0.0
molid1319,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,0.0,0.49399254,0.5060074999999999,1,0.6806439999999999,0.319356,0,0.5259729999999999,0.47402700000000003,0.0
molid1327,CC1(C)Oc2ccc(S(=O)(=O)c3ccccc3)cc2C(N2CCCC2=O)C1O,0.0,0.5419932,0.45800677,0,0.596492,0.403508,0,0.523381,0.47661899999999996,0.0
molid1331,c1cc2ccc3cccc4ccc(c1)c2c34,0.0,0.8191136,0.18088645,0,0.726758,0.273242,0,0.524958,0.475042,0.0
molid1350,C[N+](C)(N)CCCl,0.0,0.3224723,0.6775277,1,0.363419,0.6365810000000001,1,0.496104,0.503896,1.0
molid1370,CCCCC(CC)(C(=O)OCC)C(=O)OCCN(CC)CC,0.0,0.7735406,0.22645937,0,0.7541859999999999,0.24581399999999998,0,0.5140140000000001,0.485986,0.0
molid1374,C=CCOC(=O)c1ccccc1C(=O)OCC=C,0.0,0.78646934,0.21353059,0,0.584558,0.41544200000000003,0,0.5174529999999999,0.482547,0.0
molid1378,Cc1ccccc1N=Nc1c(N)ccc2ccccc12,0.0,0.8781869000000001,0.12181311,0,0.652795,0.34720500000000004,0,0.514415,0.48558500000000004,0.0
molid1410,NC(=O)NCCO,0.0,0.64237213,0.35762790000000005,0,0.405612,0.594388,1,0.707045,0.292955,0.0
molid1428,CCCCCN(CCCCC)N=O,0.0,0.70307714,0.29692286,0,0.7276859999999999,0.272314,0,0.709069,0.290931,0.0
molid1455,CC(NCCO)c1ccccc1,0.0,0.41606733,0.58393264,1,0.5962189999999999,0.403781,0,0.668285,0.331715,0.0
molid1469,CN(C)S(=O)(=O)Cl,0.0,0.17445484,0.8255452,1,0.231992,0.768008,1,0.297973,0.7020270000000001,1.0
molid1471,CCc1cnc(C)cn1,0.0,0.86136997,0.13863,0,0.782763,0.21723699999999999,0,0.773515,0.226485,0.0
molid1504,COc1ccccc1C=O,0.0,0.96367323,0.03632675,0,0.680229,0.319771,0,0.756925,0.243075,0.0
molid1506,Oc1ccc2ccccc2c1,0.0,0.54481393,0.45518607,0,0.7537560000000001,0.246243,0,0.6502859999999999,0.34971399999999997,0.0
molid1508,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1,0.0,0.7308073,0.26919267,0,0.640374,0.359626,0,0.526595,0.473405,0.0
molid1533,CCCCOC(=O)c1ccccc1,0.0,0.8220544,0.17794558,0,0.701886,0.298114,0,0.76095,0.23905,0.0
molid1562,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,0.0,0.89775354,0.102246456,0,0.529924,0.47007600000000005,0,0.579557,0.420443,0.0
