id,smiles,ghs,0_x,1_x,2_x,3_x,4_x,mlp prediction,0_y,1_y,2_y,3_y,4_y,rnn prediction,0,1,2,3,4,cnn prediction
molid2591,Cc1cc(Cl)ccc1OCC(=O)O,3.0,0.031773765,0.1740608,0.29511532,0.31101426,0.18803583,3,0.295823,0.19908,0.137424,0.17300000000000001,0.194674,0,0.0580925,0.186834,0.25055900000000003,0.27082399999999995,0.23369099999999998,3.0
molid2650,O=C(O)COc1ccc(Cl)cc1Cl,3.0,0.05410351,0.22436443,0.30127567,0.26896834,0.15128802,2,0.00386064,0.0871146,0.342597,0.288997,0.27743,2,0.07807539999999999,0.24368299999999998,0.25298699999999996,0.225829,0.199427,2.0
molid2722,CCCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,3.0,0.05924574,0.20318486,0.29171348,0.27899703,0.16685888,2,0.026751599999999997,0.204233,0.27947,0.251508,0.238037,2,0.0270269,0.12584800000000002,0.261867,0.33866199999999996,0.24659699999999998,3.0
molid2864,CC(C)(C)C1CCC(O)CC1,4.0,0.03755788,0.07720486,0.16010107,0.2715355,0.45360067,4,0.00583386,0.0868668,0.323102,0.291292,0.292904,2,0.0575014,0.17529,0.19584400000000002,0.24937600000000001,0.32198699999999997,4.0
molid3374,CCCCCCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O,4.0,0.004513315,0.021947817999999997,0.09357865,0.2514927,0.6284675000000001,4,0.00227741,0.059490499999999995,0.35599699999999995,0.27774899999999997,0.304487,2,0.059161,0.07994860000000001,0.0944427,0.122376,0.644072,4.0
molid3582,OC1C2C3OC3C1C1C2C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,0.0,0.56024,0.22170992,0.1004873,0.055146694,0.06241613,0,0.00330737,0.0704127,0.336255,0.284157,0.305868,2,0.214044,0.307813,0.262223,0.134588,0.0813314,1.0
molid3776,NNc1nncc2ccccc12,2.0,0.017724315,0.16224448,0.32704878,0.34218153,0.15080085,3,0.072483,0.192019,0.237681,0.258342,0.239475,3,0.00792406,0.160655,0.290577,0.326923,0.213921,3.0
molid3904,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,4.0,0.052549492999999996,0.039678507,0.07587883,0.16953534,0.6623578,4,0.00346273,0.0799268,0.32915300000000003,0.290209,0.297249,2,0.219516,0.10466099999999999,0.146606,0.185101,0.344117,4.0
molid4144,C=CC(=O)NCC(OC)OC,3.0,0.019810801,0.10012092,0.22147106,0.31603372,0.3425635,4,0.00254485,0.0679675,0.355478,0.283288,0.290722,2,0.0105223,0.13988399999999998,0.23535999999999999,0.285881,0.328352,4.0
molid4166,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,4.0,0.052535705,0.15148681,0.24167678,0.275332,0.27896875,4,0.0147409,0.11506,0.2991,0.291396,0.279704,2,0.423843,0.10546099999999999,0.104546,0.107886,0.258264,0.0
molid4221,CCCCCCCCCCCCCCCCCC(=O)O,4.0,0.002099777,0.017028236999999998,0.09310968,0.26675007,0.6210121999999999,4,0.0021276999999999997,0.0599999,0.360266,0.27748,0.300126,2,0.00586623,0.0656893,0.10752,0.170269,0.650655,4.0
molid4494,C[N+]1(CCC(O)(c2ccccc2)C2CCCCC2)CCCC1,3.0,0.07092104,0.22493516,0.29045418,0.26864958,0.14504,2,0.00448933,0.09476010000000001,0.344102,0.276983,0.279665,2,0.0540788,0.16065,0.25041599999999997,0.299207,0.235648,3.0
molid5034,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,3.0,0.07708089,0.27879843,0.30398935,0.24434327,0.09578804,2,0.0135636,0.121458,0.280375,0.29646500000000003,0.28814,3,0.0123903,0.16539500000000001,0.293591,0.332903,0.195721,3.0
molid5146,CNCC(O)c1ccc(O)c(O)c1,1.0,0.09874919,0.21515554,0.25022253,0.23617241,0.19970037,2,0.0356227,0.172987,0.267797,0.27882399999999996,0.24476900000000001,3,0.0200046,0.20716500000000002,0.255786,0.279358,0.23768699999999998,3.0
molid5268,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,3.0,0.15968859999999999,0.27935407,0.25274193,0.19242473,0.11579057,1,0.0395208,0.154515,0.270416,0.276895,0.258653,3,0.012526100000000002,0.168048,0.287914,0.328096,0.203416,3.0
molid7312,Cc1ccc2c(c1)CC(=O)c1cc(C(C)C(=O)O)ccc1O2,2.0,0.037639644,0.16940567,0.28117004,0.30912405,0.20266059,3,0.0886947,0.173826,0.214279,0.257783,0.265416,4,0.019967500000000003,0.141013,0.264529,0.332084,0.24240599999999998,3.0
molid7421,C,4.0,0.03615995,0.124807544,0.22087963,0.28956509999999996,0.32858783,4,0.10345499999999999,0.208786,0.21861399999999998,0.23950100000000002,0.22964400000000001,3,0.12293499999999999,0.24648299999999998,0.263658,0.23238499999999998,0.13453900000000002,2.0
molid1,O=[N+]([O-])c1ccc(Cl)cc1,3.0,0.14094575,0.38528264,0.2620587,0.14406137,0.06765154,1,0.011773200000000001,0.100593,0.299317,0.287951,0.30036599999999997,4,0.0426657,0.20758800000000002,0.292075,0.288061,0.16960999999999998,2.0
molid15,C=CC1CC=CCC1,3.0,0.032878242,0.13066737,0.24451086,0.30138606,0.29055744,3,0.00485564,0.0916954,0.348761,0.287161,0.26752800000000004,2,0.00626392,0.136319,0.26255700000000004,0.306289,0.288572,3.0
molid20,O=Cc1ccccc1,3.0,0.0012542480000000001,0.030826202,0.18045811,0.41473207,0.37272942,3,0.010684,0.112153,0.297094,0.293815,0.286254,2,0.00525913,0.150036,0.289669,0.322395,0.23264,3.0
molid35,CCCCCCCCCCCCN=C(O)C[N+](C)(C)Cc1ccccc1,2.0,0.011590284,0.07223569,0.20805608,0.34831205,0.3598059,4,0.00188516,0.0568361,0.359363,0.276636,0.305279,2,0.00242687,0.07058239999999999,0.177981,0.262927,0.48608199999999996,4.0
molid36,C1N2CN3CN1CN(C2)C3,4.0,0.30338390000000004,0.29755503,0.1843062,0.12010851,0.09464639,0,0.0175231,0.13206700000000002,0.286483,0.290545,0.273382,3,0.00701978,0.13908900000000002,0.25697600000000004,0.305131,0.291784,3.0
molid66,CCC12COP(=O)(OC1)OC2,0.0,0.7630857,0.16356212,0.03989708,0.016420545,0.01703454,0,0.355601,0.36858,0.15203699999999998,0.062109300000000006,0.061672500000000005,1,,,,,,
molid67,c1ccc(Oc2nncc3ccccc23)cc1,3.0,0.008664976,0.07948548,0.24262258,0.40638372,0.2628432,3,0.024947900000000002,0.136423,0.27729000000000004,0.285394,0.275944,3,0.0101051,0.13794700000000001,0.27212,0.337007,0.242821,3.0
molid91,O=C(Nc1cccc(Cl)c1)OCC#CCCl,3.0,0.17578566,0.29775017,0.24766767,0.16913806,0.10965849,1,0.0041979,0.088973,0.330788,0.292898,0.283143,2,0.0480249,0.299255,0.345702,0.200827,0.10619100000000001,2.0
molid95,CN(C)C(=O)Nc1ccccc1,4.0,0.006715817,0.09004851400000001,0.27256846,0.39179814,0.23886909,3,0.018257699999999998,0.132604,0.304635,0.285458,0.25904499999999997,2,0.020606799999999998,0.176573,0.255161,0.299611,0.248048,3.0
molid100,CC(C)Nc1ccc(Nc2ccccc2)cc1,3.0,0.025787032999999997,0.12144452,0.25120765,0.3503015,0.25125929999999996,3,0.00363558,0.08552080000000001,0.344993,0.288058,0.277792,2,0.0166178,0.156372,0.247405,0.30954899999999996,0.27005500000000005,3.0
molid106,c1ccc(Oc2ccccc2)cc1,4.0,0.008303878,0.0794922,0.23971501,0.40218994,0.27029902,3,0.05298919999999999,0.177629,0.23795700000000003,0.271216,0.260209,3,0.0111117,0.150977,0.272971,0.327347,0.23759299999999997,3.0
molid112,CCOC(=O)Cc1ccccc1,4.0,0.020011887,0.10734588,0.23725992,0.32893848,0.30644393,3,0.00726122,0.11389400000000001,0.319393,0.29398,0.265472,2,0.0129703,0.154578,0.25740599999999997,0.305994,0.269052,3.0
molid122,Cl[Si](Cl)(Cl)C1CC=CCC1,4.0,0.097181775,0.29902232,0.29887068,0.19718027,0.10774503,1,0.00801245,0.10498099999999999,0.322015,0.28994699999999995,0.275044,2,0.0667325,0.26049,0.335952,0.2211,0.115725,2.0
molid127,CC(CN)NCCO,4.0,0.08841437,0.20112883,0.24400929,0.23961802,0.22682944,2,0.0147805,0.168459,0.30173,0.272293,0.242738,2,0.0123051,0.140868,0.226496,0.27468000000000004,0.345652,4.0
molid137,CCOCC(Cl)C(OCC)OCC,3.0,0.066876024,0.21646383,0.2784374,0.25059432,0.18762845,2,0.00386224,0.07543129999999999,0.336514,0.28713,0.297062,2,0.26416,0.330237,0.20829299999999998,0.12462000000000001,0.0726898,1.0
molid139,CC(CC(C)(C)O)OCCC#N,4.0,0.11380387,0.2325724,0.24094179999999996,0.21690552,0.19577645,2,0.00382184,0.0915734,0.344105,0.291641,0.268859,2,0.11738399999999999,0.176454,0.18292,0.218782,0.30446100000000004,4.0
molid141,CCCCC(CC)COCC(CC)CCCC,4.0,0.004872051,0.038784023,0.15757006,0.3368344,0.46193950000000006,4,0.00305112,0.07900449999999999,0.349587,0.29065,0.27770700000000004,2,0.220973,0.143406,0.138801,0.17160799999999998,0.32521300000000003,4.0
molid144,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,3.0,0.022337515,0.07169867,0.17885032,0.33103130000000003,0.39608222,4,0.0397673,0.166215,0.238852,0.283605,0.27155999999999997,3,0.0175054,0.102441,0.263252,0.357892,0.258909,3.0
molid145,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,4.0,0.043563105,0.106793605,0.18928552,0.28472584,0.3756319,4,0.00286243,0.07402410000000001,0.362625,0.283955,0.276534,2,0.28418899999999997,0.207258,0.148784,0.128799,0.230971,0.0
molid163,N=C(Nc1ccccc1)Nc1ccccc1,2.0,0.019440062,0.08785453,0.21340509,0.35543227,0.32386813,3,0.00718668,0.10910399999999999,0.305174,0.296673,0.281862,2,0.011704899999999999,0.12082000000000001,0.24480700000000002,0.329009,0.293658,3.0
molid164,O=C(Oc1ccccc1)Oc1ccccc1,3.0,0.024246412999999998,0.10973407,0.23588824,0.34060457,0.28952676,3,0.016666099999999996,0.151501,0.275167,0.28931,0.267356,3,0.014107900000000001,0.117683,0.23337,0.321474,0.313365,3.0
molid180,CCC(CC)COCCC(=O)O,4.0,0.009118258,0.04713812,0.15419301,0.31558394,0.47396666,4,0.00386353,0.0747487,0.345515,0.285159,0.290714,2,0.0619732,0.154824,0.172402,0.219973,0.390828,4.0
molid185,CCc1cnc(C(=O)O)c(C(=O)O)c1,4.0,0.0007931619999999999,0.019049626,0.13452476,0.37583852,0.46979392,4,0.0033085000000000002,0.07104780000000001,0.326515,0.286197,0.312931,2,0.00696557,0.161746,0.29383899999999996,0.32826,0.20918899999999999,3.0
molid218,CC(C)C(=O)OCc1ccccc1,4.0,0.010714248000000001,0.07083016,0.20413272,0.34420642,0.37011644,4,0.00653024,0.12251600000000001,0.319708,0.285476,0.26577,2,0.00862924,0.14999200000000001,0.267913,0.318295,0.255171,3.0
molid221,C1CN(SSN2CCOCC2)CCO1,4.0,0.29494017,0.23012759,0.18011478,0.14807448,0.14674291,0,0.31058600000000003,0.214133,0.135958,0.162929,0.176394,0,0.489367,0.266024,0.13488599999999998,0.06542200000000001,0.0443014,0.0
molid229,c1ccc(COCc2ccccc2)cc1,4.0,0.022837682,0.11584269,0.24701504,0.34530956,0.268995,3,0.015853100000000002,0.12773800000000002,0.290042,0.291103,0.275264,3,0.0052582,0.11888299999999999,0.256421,0.337537,0.281901,3.0
molid251,CCOC1OC(C(COCc2ccccc2)OCc2ccccc2)C(OCc2ccccc2)C1O,4.0,0.023509962000000002,0.07731929,0.1790745,0.31124187,0.40885429999999995,4,0.00307493,0.0687982,0.334538,0.284115,0.30947399999999997,2,0.29523,0.150154,0.109649,0.155886,0.289081,0.0
molid266,CC(C)(N)Cc1ccccc1Cl,3.0,0.01785047,0.140748,0.29833806,0.34510148,0.19796197,3,0.0275786,0.158045,0.267243,0.28383800000000003,0.263297,3,0.028695599999999995,0.19259600000000002,0.30441999999999997,0.295091,0.179198,2.0
molid292,Cc1ccc(C=O)cc1,3.0,0.0010376019999999999,0.026117524,0.16524866,0.40835655,0.39923966,3,0.005642899999999999,0.08237860000000001,0.313232,0.287563,0.311184,2,0.00804809,0.159656,0.289951,0.324653,0.217692,3.0
molid294,CCc1ccc(C)nc1,3.0,0.01222811,0.13013878,0.2985906,0.36255303,0.19648941,3,0.00678363,0.0919169,0.308987,0.293609,0.298703,2,0.00619501,0.152304,0.283098,0.319332,0.239071,3.0
molid302,CCC(C)(O)CCc1ccccc1,4.0,0.011847545,0.08461369,0.22850648,0.36666304,0.3083692,3,0.00742295,0.10486300000000001,0.325876,0.291797,0.270041,2,0.00642129,0.142099,0.26661999999999997,0.31524,0.269619,3.0
molid307,ClCC(Cl)=C(Cl)Cl,3.0,0.09787837,0.33321568,0.3016482,0.18245256,0.08480522,1,0.00766902,0.101186,0.33231900000000003,0.28768699999999997,0.27114,2,0.05962719999999999,0.230289,0.345908,0.238156,0.12602,2.0
molid345,Cc1ccc(O)c(C)c1,4.0,0.023254525,0.11792661,0.24254571,0.32665297,0.28962016,3,0.00631631,0.0828575,0.307228,0.288742,0.31485599999999997,4,0.00542332,0.149397,0.287121,0.322753,0.235306,3.0
molid368,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,4.0,0.028649512999999998,0.13369343,0.2594239,0.3238357,0.25439748,3,0.00352304,0.07298660000000001,0.33532199999999995,0.286829,0.30133899999999997,2,0.058046400000000005,0.119545,0.2203,0.286283,0.315826,4.0
molid402,C=CC(=O)OCCC#N,2.0,0.07003295,0.28622887,0.30267444,0.21191087,0.12915286,2,0.00427486,0.0870528,0.342462,0.290058,0.27615300000000004,2,0.07478939999999999,0.161281,0.175837,0.231133,0.35696,4.0
molid411,BrCCBr,2.0,0.13638440000000002,0.28635707,0.25961444,0.18820876,0.12943529,1,0.405317,0.263372,0.11569600000000001,0.09615499999999999,0.11946,0,0.0252581,0.334928,0.377986,0.153042,0.108786,2.0
molid433,C=C[Si](OCCOC)(OCCOC)OCCOC,4.0,0.27487466,0.23025608,0.17367047,0.13981208,0.18138677,0,0.00255561,0.0721788,0.337692,0.288482,0.299092,2,0.468801,0.213939,0.157151,0.0823834,0.0777257,0.0
molid434,CCO[Si](C)(CCCC#N)OCC,4.0,0.17187361,0.319265,0.24590488,0.1548977,0.10805887,1,0.00274782,0.0651067,0.330828,0.28364,0.317678,2,0.38919000000000004,0.26252800000000004,0.18286,0.0964914,0.06893060000000001,0.0
molid439,Cc1c(S(C)(=O)=O)ccc(C(=O)O)c1Cl,4.0,0.006456361,0.055433422,0.192498,0.3657621,0.37985009999999997,4,0.06722739999999999,0.191773,0.23049899999999998,0.25943299999999997,0.251067,3,0.0208213,0.159114,0.272271,0.31385,0.233944,3.0
molid446,CCCN,3.0,0.019390183999999998,0.10444846,0.23212992,0.32791750000000003,0.31611392,3,0.0665439,0.23290999999999998,0.234498,0.236076,0.22997199999999998,3,0.014421999999999999,0.145897,0.253418,0.290144,0.296119,4.0
molid501,CC(C)CC(C)O,4.0,0.028924352,0.086223304,0.17941675,0.28737187,0.4180637,4,0.00393429,0.0999526,0.337675,0.283906,0.274532,2,0.00644655,0.13111099999999998,0.255274,0.297408,0.309761,4.0
molid507,CC(=O)OC(C)=O,3.0,0.08887336400000001,0.17188144,0.21772645,0.22975662,0.29176209999999997,4,0.0113807,0.11992699999999999,0.307589,0.291632,0.269471,2,0.00556139,0.137606,0.26614699999999997,0.308382,0.282304,3.0
molid526,Clc1cc(Cl)cc(Cl)c1,3.0,0.109081805,0.20010388,0.23994067,0.23688337,0.21399023,2,0.8700469999999999,0.0673701,0.0212472,0.017365099999999998,0.0239703,0,0.0736548,0.293774,0.317004,0.211011,0.104557,2.0
molid543,CCOP(=O)(OCC)SCC1(C)SCCS1,1.0,0.8228013000000001,0.14674267,0.021024263999999997,0.005320813000000001,0.004110943,0,0.600476,0.285317,0.0772284,0.021292,0.0156863,0,0.682766,0.21986999999999998,0.0681955,0.0177697,0.011398899999999998,0.0
molid568,CN(C)CCCN,3.0,0.03671918,0.16225778,0.26804066,0.30172542,0.23125700000000002,3,0.0197636,0.15730999999999998,0.306856,0.276474,0.239596,2,0.010325,0.128518,0.214333,0.267838,0.37898699999999996,4.0
molid572,C=CCCC,4.0,0.023332885,0.12997714,0.25787154,0.31633842,0.27247998,3,0.015353799999999999,0.168166,0.297319,0.270016,0.24914499999999998,2,0.0172341,0.15398,0.257775,0.292229,0.27878200000000003,3.0
molid575,N#CCCO,4.0,0.08240716,0.29665813,0.29041442,0.20591204,0.12460821,1,0.10598699999999998,0.23564699999999997,0.222584,0.22911399999999998,0.206669,1,0.0257947,0.162314,0.23986999999999997,0.280948,0.291074,4.0
molid583,CCCCCCCOCC(C)CC=O,4.0,0.000945524,0.015250116999999999,0.10789560000000001,0.33086333,0.54504544,4,0.00203221,0.0607489,0.361126,0.27926799999999996,0.296825,2,0.014213299999999998,0.102672,0.153872,0.219685,0.5095569999999999,4.0
molid596,CC(=O)CCC(C)=O,4.0,0.041765288,0.16635650000000002,0.26347402,0.28120366,0.24720050000000002,3,0.00442972,0.0776696,0.33366999999999997,0.28717800000000004,0.297052,2,0.0158542,0.13514,0.21084299999999997,0.268796,0.369367,4.0
molid599,CC(=O)OCC(C)C,4.0,0.0541101,0.11174402,0.18428963,0.2577442,0.39211208,4,0.0430136,0.158804,0.24539299999999997,0.280138,0.27265100000000003,3,0.009849799999999999,0.12754300000000002,0.2256,0.27681100000000003,0.360197,4.0
molid618,OCC#CCO,2.0,0.05497693,0.200816,0.27254784,0.25879526,0.212864,2,0.00813531,0.12309500000000001,0.319301,0.287802,0.261666,2,0.563104,0.22241799999999998,0.0906202,0.0668263,0.0570313,0.0
molid626,CCSSCC,4.0,0.19783689999999998,0.27909777,0.22428364,0.16043866,0.13834308,1,0.00964075,0.130357,0.301976,0.287827,0.27019899999999997,2,0.119494,0.298915,0.283738,0.193751,0.104102,1.0
molid632,C1COCCN1,3.0,0.06792694,0.13855016,0.21084076,0.26370183,0.31898037,4,0.0143262,0.14312,0.309283,0.28333600000000003,0.249935,2,0.00736812,0.13143,0.256139,0.295069,0.309994,4.0
molid640,CC(=O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c1C)C(OC1OC(CO)C(O)C(O)C1(C)OC1OC(CO)C(O)C(O)(C(N)=O)C1O)c1cnc[nH]1)C(=O)NCCC1=NC(c2nc(C(N)=O)cs2)CS1,3.0,0.001999177,0.025805587,0.13139212,0.33852413,0.5022789000000001,4,0.00451303,0.092987,0.331511,0.29063,0.280359,2,0.11435,0.146122,0.0164446,0.06612439999999999,0.656958,4.0
molid667,CC(=O)OCCOCCOCCOC(C)=O,4.0,0.026719706,0.06596116,0.14610584,0.26545632,0.49575699999999995,4,0.342009,0.191108,0.11716300000000002,0.159683,0.19003699999999998,0,0.0837238,0.13322799999999999,0.126721,0.174854,0.48147299999999993,4.0
molid675,CCOCCCO,4.0,0.025976507000000003,0.11863843,0.23428490000000002,0.3150861,0.30601403,3,0.00766816,0.127808,0.319509,0.284729,0.260286,2,0.00526945,0.114247,0.23243000000000003,0.27866599999999997,0.36938699999999997,4.0
molid680,OCCOCCO,4.0,0.06548988,0.14035875,0.20321752,0.2565239,0.33440995,4,0.00770897,0.125382,0.319677,0.28636500000000004,0.260867,2,0.00641597,0.11806099999999999,0.229685,0.275836,0.370001,4.0
molid686,CCCCCCC=O,4.0,0.0011052660000000001,0.01609185,0.10732823,0.32359013,0.5518845,4,0.00343358,0.09147519999999999,0.348163,0.285903,0.27102600000000004,2,0.00445206,0.10856700000000001,0.230377,0.278489,0.37811500000000003,4.0
molid692,C=CCCCCCCCCC(=O)OC,3.0,0.006187314,0.029397167000000002,0.11204229,0.27255450000000003,0.5798188,4,0.00213995,0.059172800000000005,0.359781,0.276969,0.301937,2,0.012406499999999999,0.110822,0.155398,0.21353200000000003,0.507841,4.0
molid702,N#CCCSCCC#N,4.0,0.13554782,0.44090545,0.26320276,0.11640082,0.04394319,1,0.0384773,0.175529,0.285426,0.266782,0.233785,2,0.210038,0.29652399999999995,0.23854499999999998,0.159565,0.0953285,1.0
molid710,NCCCCC(OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCCC1C(=O)O,4.0,0.07135747,0.13771057,0.20626186,0.24797834,0.3366917,4,0.272701,0.38011799999999996,0.184934,0.0785554,0.0836919,1,0.053458500000000006,0.126649,0.22780999999999998,0.272306,0.319776,4.0
molid712,COP(=S)(OC)SCC(=O)O,4.0,0.24254213,0.36022916,0.21535063,0.11636907,0.065509014,1,0.17275,0.501413,0.21883899999999998,0.0697647,0.0372332,1,0.527908,0.29753,0.120701,0.0359444,0.0179171,0.0
molid749,CCCCOCCOCCO,4.0,0.015037753999999999,0.07083633,0.18365112,0.3256605,0.4048143,4,0.00229215,0.06812660000000001,0.355184,0.283177,0.29122,2,0.00543878,0.105673,0.189939,0.244883,0.454067,4.0
molid752,C=CCCCCCCCCC(=O)O,4.0,0.004006497,0.033961248,0.14535607,0.3265395,0.49013662,4,0.00214818,0.05955800000000001,0.36043400000000003,0.276778,0.301082,2,0.00286425,0.0861834,0.181653,0.246504,0.482795,4.0
molid756,C=CCCCCCCCCC=O,4.0,0.0008082539999999999,0.014368056,0.105526686,0.32732743,0.5519695,4,0.00199404,0.059278899999999995,0.363581,0.277204,0.297942,2,0.00688711,0.10206699999999999,0.180784,0.241808,0.468454,4.0
molid757,CCCCOCCOCCCC,4.0,0.00312618,0.038041952999999996,0.17205854,0.3753534,0.41141996,4,0.00254767,0.0636449,0.351028,0.28063899999999997,0.302141,2,0.00204268,0.08288150000000001,0.194719,0.252133,0.46822299999999994,4.0
molid778,CCCCCCCCCCN(C)C,4.0,0.008968188,0.049758665,0.16336323,0.32670343,0.45120654,4,0.00193353,0.056903199999999994,0.356185,0.27572399999999997,0.309255,2,0.00225361,0.0790752,0.171302,0.23482199999999998,0.512547,4.0
molid820,NCC(CC(=O)O)c1ccc(Cl)cc1,2.0,0.015899517,0.12316247,0.28110918,0.352939,0.22688989999999998,3,0.00454613,0.098704,0.34578400000000004,0.285006,0.26596,2,0.013749700000000002,0.169969,0.291743,0.294873,0.229665,3.0
molid821,CCC(Oc1ccc(F)c(C(F)(F)F)c1)C(O)=NCc1ccccc1,4.0,0.22280747,0.17658915,0.17014486,0.17277595,0.25768256,4,0.10591600000000001,0.334465,0.266809,0.152982,0.139827,1,0.0704163,0.102699,0.21444699999999997,0.28580500000000003,0.326633,4.0
molid825,COC12CC(COC3=CC(=O)CC3)CN(C)C1Cc1cn(C(C)(C)C)c3cccc2c13,3.0,0.04667399,0.19950348,0.30688396,0.29839882,0.14853975,2,0.00812404,0.0989819,0.297716,0.284436,0.310743,4,0.0186417,0.13994600000000001,0.26392600000000005,0.316538,0.260949,3.0
molid839,O=S1(=O)CCC(NC(=S)S)C1,3.0,0.36352035,0.28828645,0.16517645,0.09892736,0.084089376,0,0.00246268,0.0592775,0.31844,0.276569,0.34325,4,0.154584,0.31697,0.257282,0.166516,0.104647,1.0
molid848,C#CC(C)(C)O,3.0,0.006436882,0.0941143,0.27838975,0.37993383,0.24112521,3,0.00585824,0.10991600000000001,0.329874,0.287083,0.267268,2,0.02891,0.16733699999999999,0.23945300000000003,0.285954,0.278345,3.0
molid870,Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C,4.0,0.009094307,0.05763685,0.18136165,0.34564304,0.40626416,4,0.0179916,0.155744,0.284075,0.28333800000000003,0.258851,2,0.0188447,0.178734,0.279046,0.316218,0.20715799999999998,3.0
molid872,C=CC1CCC(C2CCC(CCC)CC2)CC1,4.0,0.0541919,0.103616215,0.18666427,0.26952094,0.38600662,4,0.0174989,0.126229,0.27760999999999997,0.29539299999999996,0.28326999999999997,3,0.124069,0.149397,0.155033,0.210833,0.360667,4.0
molid884,CC(=O)c1ccc2c(c1)OCC(=O)N2C,4.0,0.063523,0.19238603,0.26284036,0.26809517,0.21315533,3,0.0126552,0.14518699999999998,0.303129,0.285605,0.253424,2,0.0107229,0.162634,0.283036,0.32526,0.21834699999999999,3.0
molid889,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,1.0,0.167983,0.24405004,0.23343064,0.20578183,0.14875457,1,0.191404,0.182579,0.16899999999999998,0.219266,0.23775100000000002,4,0.00799576,0.15238800000000002,0.299168,0.34066,0.19978800000000002,3.0
