id,smiles,nontoxic,0_x,1_x,mlp prediction,0_y,1_y,rnn prediction,0,1,cnn prediction
molid144,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,0.0,0.89006585,0.109934166,0,0.742819,0.257181,0,0.521471,0.478529,0.0
molid145,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,1.0,0.5119638,0.48803622,0,0.783365,0.216635,0,0.550409,0.44959099999999996,0.0
molid163,N=C(Nc1ccccc1)Nc1ccccc1,0.0,0.5363049,0.46369505,0,0.722963,0.277037,0,0.6074930000000001,0.392507,0.0
molid164,O=C(Oc1ccccc1)Oc1ccccc1,0.0,0.5991479000000001,0.40085208,0,0.3464,0.6536,1,0.536403,0.46359700000000004,0.0
molid180,CCC(CC)COCCC(=O)O,1.0,0.17862359,0.8213764000000001,1,0.18618800000000002,0.813812,1,0.311336,0.688664,1.0
molid185,CCc1cnc(C(=O)O)c(C(=O)O)c1,1.0,0.06557695599999999,0.934423,1,0.207948,0.7920520000000001,1,0.550867,0.449133,0.0
molid218,CC(C)C(=O)OCc1ccccc1,1.0,0.23965178,0.76034814,1,0.36728,0.63272,1,0.48290500000000003,0.517095,1.0
molid221,C1CN(SSN2CCOCC2)CCO1,1.0,0.37297755,0.6270224,1,0.770736,0.229264,0,0.604062,0.395938,0.0
molid229,c1ccc(COCc2ccccc2)cc1,1.0,0.46138320000000005,0.53861684,1,0.447641,0.552359,1,0.593585,0.406415,0.0
molid251,CCOC1OC(C(COCc2ccccc2)OCc2ccccc2)C(OCc2ccccc2)C1O,1.0,0.20378444,0.7962156,1,0.219737,0.780263,1,0.46642,0.53358,1.0
molid266,CC(C)(N)Cc1ccccc1Cl,0.0,0.8199393,0.18006067,0,0.8630479999999999,0.136952,0,0.614308,0.38569200000000003,0.0
molid292,Cc1ccc(C=O)cc1,0.0,0.59843385,0.40156618,0,0.313911,0.6860890000000001,1,0.585992,0.414008,0.0
molid294,CCc1ccc(C)nc1,0.0,0.8397614,0.1602386,0,0.847778,0.152222,0,0.578493,0.42150699999999997,0.0
molid302,CCC(C)(O)CCc1ccccc1,1.0,0.36737218,0.6326278000000001,1,0.29251900000000003,0.707481,1,0.529734,0.47026599999999996,0.0
molid307,ClCC(Cl)=C(Cl)Cl,0.0,0.91445136,0.08554869,0,0.726599,0.273401,0,0.724949,0.27505100000000005,0.0
molid345,Cc1ccc(O)c(C)c1,1.0,0.65534574,0.34465417,0,0.506771,0.493229,0,0.569943,0.43005699999999997,0.0
molid368,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,1.0,0.6104533000000001,0.38954672,0,0.41453,0.5854699999999999,1,0.685354,0.314646,0.0
molid402,C=CC(=O)OCCC#N,0.0,0.7682053000000001,0.23179473,0,0.30693400000000004,0.693066,1,0.392974,0.6070260000000001,1.0
molid411,BrCCBr,0.0,0.80272645,0.19727351,0,0.8524510000000001,0.147549,0,0.716026,0.283974,0.0
molid433,C=C[Si](OCCOC)(OCCOC)OCCOC,1.0,0.54846704,0.45153296,0,0.334083,0.665917,1,0.251096,0.748904,1.0
molid434,CCO[Si](C)(CCCC#N)OCC,1.0,0.472772,0.527228,1,0.525772,0.474228,0,0.48481599999999997,0.515184,1.0
molid439,Cc1c(S(C)(=O)=O)ccc(C(=O)O)c1Cl,1.0,0.29236642,0.70763355,1,0.146032,0.8539680000000001,1,0.449949,0.5500510000000001,1.0
molid446,CCCN,0.0,0.5861244000000001,0.41387558,0,0.903848,0.09615189999999998,0,0.421332,0.5786680000000001,1.0
molid501,CC(C)CC(C)O,1.0,0.22603844,0.77396154,1,0.12163199999999999,0.878368,1,0.40466199999999997,0.595338,1.0
molid507,CC(=O)OC(C)=O,0.0,0.35200045,0.6479995,1,0.273636,0.726364,1,0.370338,0.6296609999999999,1.0
molid526,Clc1cc(Cl)cc(Cl)c1,0.0,0.73187727,0.26812276,0,0.649802,0.350197,0,0.734587,0.265413,0.0
molid543,CCOP(=O)(OCC)SCC1(C)SCCS1,0.0,0.9797870000000001,0.020212993000000002,0,0.949412,0.050587900000000005,0,0.836066,0.163934,0.0
molid568,CN(C)CCCN,0.0,0.8308540000000001,0.16914594,0,0.900943,0.099057,0,0.36278699999999997,0.637213,1.0
molid572,C=CCCC,1.0,0.5045335999999999,0.49546638,0,0.326284,0.673716,1,0.473884,0.526116,1.0
molid575,N#CCCO,1.0,0.5648,0.43519995,0,0.526416,0.473584,0,0.46913900000000003,0.5308609999999999,1.0
molid583,CCCCCCCOCC(C)CC=O,1.0,0.09375653,0.90624344,1,0.07448489999999999,0.925515,1,0.283028,0.716972,1.0
molid596,CC(=O)CCC(C)=O,1.0,0.24797562,0.7520244,1,0.171994,0.8280059999999999,1,0.32582300000000003,0.674177,1.0
molid599,CC(=O)OCC(C)C,1.0,0.22435786,0.77564216,1,0.17238499999999998,0.827615,1,0.366604,0.633396,1.0
molid618,OCC#CCO,0.0,0.7433813,0.25661868,0,0.282252,0.717749,1,0.395497,0.604503,1.0
molid626,CCSSCC,1.0,0.8678212,0.13217877,0,0.6034729999999999,0.396527,0,0.6854640000000001,0.31453600000000004,0.0
molid632,C1COCCN1,0.0,0.33901572,0.6609843000000001,1,0.881691,0.118309,0,0.449613,0.550387,1.0
molid640,CC(=O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c1C)C(OC1OC(CO)C(O)C(O)C1(C)OC1OC(CO)C(O)C(O)(C(N)=O)C1O)c1cnc[nH]1)C(=O)NCCC1=NC(c2nc(C(N)=O)cs2)CS1,0.0,0.0012695622,0.9987305000000001,1,0.06096519999999999,0.9390350000000001,1,0.321137,0.678863,1.0
molid667,CC(=O)OCCOCCOCCOC(C)=O,1.0,0.23423588,0.7657641,1,0.144455,0.8555450000000001,1,0.191776,0.8082239999999999,1.0
molid675,CCOCCCO,1.0,0.25517133,0.74482864,1,0.17488399999999998,0.825116,1,0.369121,0.63088,1.0
molid680,OCCOCCO,1.0,0.25680742,0.7431926,1,0.214876,0.7851239999999999,1,0.33866799999999997,0.6613319999999999,1.0
molid686,CCCCCCC=O,1.0,0.18171474,0.8182853,1,0.28778400000000004,0.712216,1,0.363575,0.636425,1.0
molid692,C=CCCCCCCCCC(=O)OC,0.0,0.13565645,0.8643434999999999,1,0.136233,0.8637670000000001,1,0.3238,0.6762,1.0
molid702,N#CCCSCCC#N,1.0,0.6774751999999999,0.3225248,0,0.6867850000000001,0.313215,0,0.567995,0.43200500000000003,0.0
molid710,NCCCCC(OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCCC1C(=O)O,1.0,0.37175527,0.62824464,1,0.25543499999999997,0.7445649999999999,1,0.48974399999999996,0.510256,1.0
molid712,COP(=S)(OC)SCC(=O)O,1.0,0.8185288000000001,0.18147120000000003,0,0.9716610000000001,0.028339299999999998,0,0.90512,0.09487960000000001,0.0
molid749,CCCCOCCOCCO,1.0,0.18106642,0.8189335999999999,1,0.123654,0.876346,1,0.321621,0.678379,1.0
molid752,C=CCCCCCCCCC(=O)O,1.0,0.21572234,0.7842777,1,0.144298,0.8557020000000001,1,0.27812800000000004,0.7218720000000001,1.0
molid756,C=CCCCCCCCCC=O,1.0,0.17697962,0.8230204,1,0.14966600000000002,0.850334,1,0.373877,0.626123,1.0
molid757,CCCCOCCOCCCC,1.0,0.19709255,0.8029074,1,0.0983611,0.901639,1,0.340433,0.659567,1.0
molid778,CCCCCCCCCCN(C)C,1.0,0.44627285,0.55372715,1,0.7876029999999999,0.21239699999999997,0,0.28560100000000005,0.714399,1.0
molid820,NCC(CC(=O)O)c1ccc(Cl)cc1,0.0,0.6185607,0.3814393,0,0.740907,0.25909299999999996,0,0.633135,0.366865,0.0
molid821,CCC(Oc1ccc(F)c(C(F)(F)F)c1)C(O)=NCc1ccccc1,1.0,0.664307,0.33569299999999996,0,0.822284,0.177716,0,0.441812,0.558188,1.0
molid825,COC12CC(COC3=CC(=O)CC3)CN(C)C1Cc1cn(C(C)(C)C)c3cccc2c13,0.0,0.95753044,0.042469617,0,0.741409,0.25859099999999996,0,0.6022770000000001,0.397723,0.0
molid839,O=S1(=O)CCC(NC(=S)S)C1,0.0,0.9263747999999999,0.073625244,0,0.41858500000000004,0.581415,1,0.662338,0.33766199999999996,0.0
molid848,C#CC(C)(C)O,0.0,0.7421045999999999,0.25789535,0,0.334768,0.6652319999999999,1,0.5595399999999999,0.44046,0.0
molid870,Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C,1.0,0.3673761,0.6326239,1,0.665933,0.334067,0,0.494807,0.505193,1.0
molid872,C=CC1CCC(C2CCC(CCC)CC2)CC1,1.0,0.23169637,0.76830363,1,0.313037,0.686963,1,0.40082399999999996,0.599176,1.0
molid884,CC(=O)c1ccc2c(c1)OCC(=O)N2C,1.0,0.60398406,0.39601588,0,0.751796,0.248204,0,0.553435,0.446565,0.0
molid889,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,0.0,0.6504713000000001,0.34952876,0,0.570048,0.42995200000000006,0,0.595819,0.404181,0.0
molid915,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,1.0,0.023228476,0.9767716000000001,1,0.0538636,0.9461360000000001,1,0.265383,0.734617,1.0
molid923,CCOC(=S)C=Cc1ccc([N+](=O)[O-])cc1,0.0,0.92771226,0.07228768599999999,0,0.8414719999999999,0.158528,0,0.6732319999999999,0.326768,0.0
molid932,CC1(C)C(=O)N(Cl)C(=O)N1Cl,0.0,0.8462221,0.15377787,0,0.6650729999999999,0.334927,0,0.7274,0.2726,0.0
molid934,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,1.0,0.3489449,0.6510551,1,0.44297299999999995,0.557027,1,0.452371,0.547629,1.0
molid942,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,0.0,0.51184744,0.4881526,0,0.775158,0.22484200000000001,0,0.272018,0.727982,1.0
molid947,CCOC(=O)C(Br)C#N,0.0,0.8620532,0.13794675,0,0.711522,0.288478,0,0.774422,0.22557800000000003,0.0
molid962,CC(N=O)C(=O)c1ccccc1,1.0,0.8063106,0.19368936,0,0.282145,0.717855,1,0.608999,0.39100100000000004,0.0
molid976,CC12CC(N3CCOCC3)C(O)CC1CCC1C2CCC2(C)C(O)C(N3CCCC3)CC12,0.0,0.5447886,0.45521140000000004,0,0.474637,0.525363,1,0.451846,0.548154,1.0
molid977,CC(=O)OC1C(N2CCCC2)CC2C3CCC4CC(O)C(N5CCOCC5)CC4(C)C3CCC21C,1.0,0.42584094,0.5741590999999999,1,0.31291399999999997,0.687086,1,0.398798,0.601202,1.0
molid988,CC=Cc1ccc(OCc2ccccc2)c(OC)c1,1.0,0.24928111,0.7507189000000001,1,0.360804,0.639196,1,0.545186,0.45481400000000005,0.0
molid990,CCN(CC)c1ccc(C=O)cc1,1.0,0.5179775,0.48202255,0,0.8457020000000001,0.154298,0,0.5598529999999999,0.440147,0.0
molid997,CCC(=O)OC(C)c1ccccc1,1.0,0.18948378,0.81051624,1,0.16225799999999999,0.837742,1,0.5204449999999999,0.479555,0.0
molid999,CCOC(=O)c1ccc(O)cc1,1.0,0.28119603,0.718804,1,0.196879,0.803121,1,0.404107,0.595893,1.0
molid1018,B12B3B4B1C234,1.0,0.731337,0.26866296,0,0.788633,0.211367,0,0.628522,0.37147800000000003,0.0
molid1025,CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,0.0,0.13654661,0.8634533000000001,1,0.157346,0.8426540000000001,1,0.374241,0.6257590000000001,1.0
molid1042,CC(=O)c1cccc([N+](=O)[O-])c1,1.0,0.72583085,0.27416912,0,0.488353,0.5116470000000001,1,0.469081,0.5309189999999999,1.0
molid1047,S=C(NC1CCCCC1)NC1CCCCC1,0.0,0.72241944,0.27758059999999996,0,0.272566,0.727434,1,0.701311,0.298689,0.0
molid1058,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,0.0,0.99162865,0.0083714,0,0.697016,0.30298400000000003,0,0.5687260000000001,0.431274,0.0
molid1076,CC(=O)C=Cc1ccccc1,1.0,0.45428559999999996,0.54571444,1,0.31865,0.68135,1,0.590629,0.409371,0.0
molid1078,c1ccc(OCC2CO2)cc1,1.0,0.6969046,0.30309537,0,0.308066,0.691934,1,0.42713900000000005,0.572861,1.0
molid1079,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,1.0,0.022488391,0.97751164,1,0.0644347,0.935565,1,0.117323,0.882677,1.0
molid1081,O=C(C=Cc1ccccc1)OCCCc1ccccc1,1.0,0.21910734,0.78089267,1,0.27145,0.72855,1,0.495413,0.504587,1.0
molid1097,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,1.0,0.37725149999999996,0.62274843,1,0.470366,0.529634,1,0.5889220000000001,0.411078,0.0
molid1100,COc1cc(NC(=O)C(N=Nc2cc(OC)c(S(=O)(=O)Nc3ccccc3)cc2OC)C(C)=O)c(OC)cc1Cl,1.0,0.037117727,0.9628822,1,0.0451324,0.954868,1,0.254486,0.745514,1.0
molid1105,O=C1c2ccccc2C(=O)c2c(Nc3ccccc3)ccc(O)c21,1.0,0.29081799999999997,0.70918196,1,0.140351,0.859649,1,0.6034470000000001,0.39655300000000004,0.0
molid1117,NCCCN1CCOCC1,1.0,0.43437722,0.56562275,1,0.695986,0.304014,0,0.347941,0.652059,1.0
molid1134,O=C1CCC(=O)N1,1.0,0.7358374,0.26416257,0,0.7067720000000001,0.29322800000000004,0,0.43732200000000004,0.562678,1.0
molid1136,CC1OC(C)OC(C)O1,0.0,0.2741591,0.7258409,1,0.163406,0.8365940000000001,1,0.42586499999999994,0.5741350000000001,1.0
molid1138,O=C1CCCCCC=CCCCCCCCCO1,0.0,0.06717200599999999,0.9328280000000001,1,0.10578299999999999,0.894217,1,0.270357,0.729643,1.0
molid1175,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(O)cc2S1(=O)=O,0.0,0.28941932,0.71058065,1,0.927599,0.07240049999999999,0,0.359844,0.6401560000000001,1.0
molid1178,CN1c2c(oc(=NC3CCCCC3)n(C3CCCCC3)c2=O)-c2sc(Cl)cc2S1(=O)=O,0.0,0.3546647,0.6453352,1,0.866798,0.133202,0,0.641406,0.358594,0.0
molid1190,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,1.0,0.7950505,0.20494956,0,0.6639649999999999,0.336035,0,0.559954,0.440046,0.0
molid1199,CCCCCCCCCCCCCC=O,1.0,0.07966677,0.9203332000000001,1,0.07168839999999999,0.928312,1,0.302467,0.697533,1.0
molid1205,CCOC(=O)c1ccc(NC(=O)CC)cc1NC(=O)c1ccc(C(=O)O)cc1,1.0,0.09100872,0.9089913000000001,1,0.048429900000000005,0.95157,1,0.47243999999999997,0.52756,1.0
molid1217,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,0.0,0.9547728999999999,0.045227144000000004,0,0.898501,0.101499,0,0.5451550000000001,0.454845,0.0
molid1221,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,0.0,0.88856065,0.111439385,0,0.771771,0.228229,0,0.548502,0.45149799999999995,0.0
molid1224,CCCCNC(=O)c1cnc2cccc(C)n2c1=O,0.0,0.6319677,0.36803225,0,0.813346,0.186654,0,0.591712,0.408289,0.0
molid1234,Cc1cccc2ncc(C(=O)Nc3ccc(Cl)cc3)c(=O)n12,0.0,0.51038396,0.48961598,0,0.0965408,0.903459,1,0.528569,0.47143100000000004,0.0
molid1254,CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(=O)C(C)C)C(OC(=O)C(C)C)C2OC(=O)C(C)C)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C1OC(=O)C(C)C,1.0,0.028460667000000002,0.9715394,1,0.176742,0.823258,1,0.44305500000000003,0.556945,1.0
molid1255,CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,1.0,0.012733878999999998,0.9872662,1,0.177755,0.8222450000000001,1,0.43510699999999997,0.564893,1.0
molid1267,CCOP(=O)(OCC)SCCSCC,0.0,0.9742620999999999,0.025737867,0,0.9507530000000001,0.0492473,0,0.806823,0.193177,0.0
molid1272,C=CC(=C)Cl,0.0,0.87564486,0.12435516,0,0.8074600000000001,0.19254000000000002,0,0.765741,0.23425900000000002,0.0
molid1295,O=S(=O)(NCl)c1ccccc1,0.0,0.43093002,0.56907,1,0.49495,0.50505,1,0.824824,0.175176,0.0
molid1296,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,1.0,0.18345496,0.816545,1,0.12306099999999999,0.8769389999999999,1,0.48612700000000003,0.5138729999999999,1.0
molid1301,ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1.0,0.7357098000000001,0.26429018,0,0.7392029999999999,0.260797,0,0.6443369999999999,0.355663,0.0
molid1306,CN1OCCC(=Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O,0.0,0.6952834,0.30471662,0,0.8971889999999999,0.10281099999999999,0,0.44450100000000003,0.555499,1.0
molid1308,COC1CCC(OC2C(C)C(O)(C(C)C(=O)O)OC(CC3CC(OC)C(C)C4(O3)OC(C)(C3CCC(C5CCC(C6OC(C)(O)C(C)C(OC)C6C)O5)O3)C(OC)C4C)C2(C)OC)OC1C,0.0,0.5000127999999999,0.49998724,0,0.326858,0.673142,1,0.255931,0.744069,1.0
molid1318,O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)O,1.0,0.17023882,0.82976115,1,0.09452970000000001,0.9054700000000001,1,0.580154,0.419846,0.0
molid1319,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,0.0,0.7594655,0.24053444,0,0.786763,0.21323699999999998,0,0.57291,0.42708999999999997,0.0
molid1327,CC1(C)Oc2ccc(S(=O)(=O)c3ccccc3)cc2C(N2CCCC2=O)C1O,1.0,0.5627914,0.43720859999999995,0,0.114641,0.885359,1,0.46578,0.53422,1.0
molid1331,c1cc2ccc3cccc4ccc(c1)c2c34,1.0,0.1316976,0.8683023999999999,1,0.504603,0.49539700000000003,0,0.5782010000000001,0.421799,0.0
molid1350,C[N+](C)(N)CCCl,1.0,0.76083946,0.23916051,0,0.840202,0.159798,0,0.630545,0.36945500000000003,0.0
molid1370,CCCCC(CC)(C(=O)OCC)C(=O)OCCN(CC)CC,0.0,0.2270927,0.7729073000000001,1,0.296677,0.7033229999999999,1,0.25482,0.7451800000000001,1.0
molid1374,C=CCOC(=O)c1ccccc1C(=O)OCC=C,0.0,0.21778396,0.782216,1,0.20617800000000003,0.793822,1,0.60358,0.39642,0.0
molid1378,Cc1ccccc1N=Nc1c(N)ccc2ccccc12,0.0,0.41545475,0.5845452,1,0.482832,0.5171680000000001,1,0.526848,0.473152,0.0
molid1410,NC(=O)NCCO,1.0,0.29829022,0.7017098,1,0.319893,0.680108,1,0.34635900000000003,0.653641,1.0
molid1428,CCCCCN(CCCCC)N=O,0.0,0.7210525,0.27894753,0,0.8563459999999999,0.143654,0,0.34729699999999997,0.6527029999999999,1.0
molid1455,CC(NCCO)c1ccccc1,1.0,0.6422116,0.35778832,0,0.320687,0.6793130000000001,1,0.452151,0.547849,1.0
molid1469,CN(C)S(=O)(=O)Cl,0.0,0.85711974,0.14288028,0,0.942233,0.057767,0,0.949965,0.050035199999999995,0.0
molid1471,CCc1cnc(C)cn1,0.0,0.8834877,0.11651224,0,0.85549,0.14451,0,0.577028,0.422972,0.0
molid1504,COc1ccccc1C=O,1.0,0.70513237,0.2948676,0,0.447151,0.5528489999999999,1,0.6191369999999999,0.380863,0.0
molid1506,Oc1ccc2ccccc2c1,0.0,0.4572637,0.5427363000000001,1,0.711399,0.288601,0,0.61921,0.38079,0.0
molid1508,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1,1.0,0.22073272,0.77926725,1,0.41133400000000003,0.588666,1,0.21687399999999998,0.783126,1.0
molid1533,CCCCOC(=O)c1ccccc1,0.0,0.25670052,0.74329954,1,0.222885,0.777115,1,0.47448100000000004,0.525519,1.0
molid1562,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,0.0,0.58973086,0.41026908,0,0.285641,0.714359,1,0.611243,0.388757,0.0
